id	en
Saya bukan siswa.	I'm not a student.
Aku bukan siswa.	I am not a student.
Aku bukan pelajar.	I'm not a student.
Aku bukan pelajar.	I am not a student.
Saya punya asuransi jiwa.	I have life insurance.
Aku sangat suka rasanya semangka.	I love the taste of watermelon.
Saya setuju dengan pendapat Anda mengenai pajak.	I agree with your opinion about taxes.
Aku membayar $200 untuk pajak.	I paid $200 in taxes.
Aku membayar dua ratus dolar untuk pajak.	I paid two hundred dollars in taxes.
Aku tidak sama seperti dulu.	I'm not what I used to be.
Aku tidak sesehat dulu.	I'm not as healthy as I used to be.
Saya bekerja di sebuah perusahaan minyak.	I work for an oil company.
Aku membeli sebuah mobil sport merah.	I bought a red sports car.
Aku suka mawar merah.	I like red roses.
Aku lebih suka mawar putih daripada mawar merah.	I like white roses better than red ones.
Aku ingin sepatu merah.	I wanted red shoes.
Aku punya mobil baru warna merah.	I have a new red car.
Aku lebih suka anggur putih daripada anggur merah.	I like white wine better than red wine.
Aku lebih suka anggur putih daripada merah.	I like white wine better than red.
Saya lebih suka anggur putih daripada anggur merah.	I like white wine better than red wine.
Aku tidak punya pisau untuk memotongnya.	I have no knife to cut with.
Aku memiliki banyak koleksi perangko.	I have a large collection of stamps.
Saya punya banyak koleksi perangko.	I have a large collection of stamps.
Aku butuh perangko.	I need a stamp.
Aku butuh perangko.	I need to get a stamp.
Aku butuh beberapa perangko.	I need to get some stamps.
Aku kehilangan tiketku.	I've lost my ticket.
Aku tidak peduli meskipun turun salju.	I don't care if it snows.
Aku tidak akan pernah mau melakukannya.	There's no way I'm going to do that.
Dia menendangku!	He is kicking me!
Silakan duduk.	Take a seat, please.
Jangan merokok.	Don't smoke.
Tunggu sebentar.	Hold on one second.
Mereka ada di kelas Joe tahun lalu.	They were in Joe's class last year.
Mereka memanggilku Bob.	They call me Bob.
Susan pergi sejam yang lalu.	Susan left an hour ago.
Meja ini terlalu berat untuk Patty angkat.	This desk was too heavy for Patty to lift.
Para lelaki terdiam menatap ke arah Jessie.	The men looked at Jessie in silence.
Tom adalah penggemar dari Red Sox.	Tom is a Red Sox fan.
Kau melihat Nancy di mana?	Where did you see Nancy?
Kami meminta Hanako bermain piano.	We asked Hanako to play the piano.
Tom dan Sue saling mencintai satu sama lain.	Tom and Sue love each other.
Apa yang kamu inginkan di hari Natal, Jenny?	What do you want for Christmas, Jenny?
Kau mau pergi ke mana?	Where are you going?
Kamu mau menuju ke mana?	Where are you heading?
Ke mana kamu pergi?	Where did you go?
Anda akan menuju ke mana?	Where are you heading?
Anda akan pergi ke mana?	Where are you going?
Anda akan pergi ke mana?	Where are you going to?
Anda akan pergi ke mana?	Where are you off to?
Siapa yang lebih tinggi, kau atau Ken?	Who is taller, you or Ken?
Lari Tom tidak secepat Bill.	Tom doesn't run as fast as Bill.
Kamu dari mana, Karen?	Where are you from, Karen?
Kami memilih John untuk menjadi kapten.	We chose John to be captain.
Apakah Jack yang memecahkan jendelanya?	Was it Jack that broke the window?
Tom dan Nancy putus bulan lalu.	Tom and Nancy broke up last month.
Kapan kamu tahu tentang perceraian Mary?	When did you learn of Mary's divorce?
Apakah Jane akan bernyanyi?	Will Jane sing?
Siapa yang lebih bisa berbahasa Inggris, Yoko atau Yumi?	Who can speak English better, Yoko or Yumi?
Pelayan, tolong bawakan aku air.	Waiter, please bring me some water.
Siapa yang berlari lebih cepat, Ken atau Tony?	Who runs faster, Ken or Tony?
Tom dan Sue sudah saling mengenal sejak 1985.	Tom and Sue have known each other since 1985.
Wendy, aku ingin kau bertemu dengan adikku Sam.	Wendy, I'd like you to meet my brother Sam.
Apa yang kau lakukan di akhir pekan?	What did you do on the weekend?
Kami pergi berenang di sungai.	We went swimming in the river.
Kami harus membawa Jordan ke rumah sakit.	We ought to send Jordan to the hospital.
Kami memanggil anjing kami Johnnie.	We call our dog Johnnie.
Apa yang kau bicarakan?	What on earth are you talking about?
Tony berbicara dalam bahasa Inggris sebaik dirimu.	Tony speaks English as well as you.
Kami bermain sepak bola kemarin.	We played soccer yesterday.
Kenapa Taro bisa berbicara bahasa Inggris sebaik itu?	Why can Taro speak English so well?
Kenapa kau tidak datang?	Why didn't you come?
Apa yang dikatakan guru itu membuat Mary belajar lebih giat.	What the teacher said got Mary to study harder.
Dia pergi ke mana?	Where is he going?
Tujuanmu ke mana?	What's your destination?
Memangnya kamu mau pergi ke mana?	Where are you going anyway?
Kalian mau menuju ke mana?	Where are you guys headed?
Kami memilih John sebagai kapten.	We chose John as captain.
Apa saja yang sudah kamu lakukan minggu ini?	What have you been doing this week?
Apa saja yang kamu lakukan minggu ini?	What have you done this week?
Apa saja yang kamu lakukan minggu ini?	What have you been doing this week?
Apa yang dikatakan oleh pak guru memotivasi Mary untuk belajar lebih giat.	What the teacher said encouraged Mary to study harder.
Ada di mana stasiun kereta apinya?	Where is the railway station?
Ada di mana stasiunnya?	Where is the station?
Toshio bisa berbahasa Inggris dengan sangat baik.	Toshio can speak English very well.
Kami memanggilnya Mike.	We call him Mike.
Apa Joe bersamamu kemarin sore?	Was Joe with you yesterday evening?
Kami mengangkat James sebagai ketua.	We elected James chairman.
Tracy belum pernah menggunakan sumpit sebelumnya.	Tracy had never used chopsticks before then.
Tom sudah ada di sini, tapi Bill masih belum datang.	Tom's already here, but Bill hasn't come yet.
Siapa yang lebih tinggi, Ken atau Taro?	Who is taller, Ken or Taro?
Siapa yang ada di pesta selain Jack dan Mary?	Who was at the party besides Jack and Mary?
Kami tidak akan memulainya hingga Bob datang.	We won't start till Bob comes.
Kami memanggil dia Mike.	We call him Mike.
Ada di mana stasiun kereta apinya?	Where is the railroad station?
Ada di mana stasiun kereta apinya?	Where is the train station?
Stasiun kereta ada di mana?	Where is the train station?
Stasiun kereta ada di mana?	Where is the railroad station?
Stasiun kereta ada di mana?	Where is the railway station?
Stasiun kereta apinya di mana?	Where is the railroad station?
Stasiun kereta apinya di mana?	Where is the railway station?
Stasiun kereta apinya di mana?	Where is the train station?
Ada di mana stasiun kereta apinya?	Where's the train station?
Stasiun kereta ada di mana?	Where's the train station?
Stasiun kereta apinya di mana?	Where's the train station?
Stasiunnya di mana?	Where is the station?
Stasiunnya di mana?	Where's the station?
Kenapa dia tidak datang?	Why didn't she come?
Tony berbicara dalam bahasa Inggris sebaik dirimu.	Tony speaks English as well as you do.
Kau ini bicara apa?	What on earth are you talking about?
Apa yang kau lakukan di akhir pekan?	What did you do over the weekend?
Saya tidak mengerti.	I do not understand.
Tidak ada bukti.	There's no proof.
Dia menyeberang jalan.	She crossed the street.
Dia sangat pintar.	He's very intelligent.
Dia sangat pintar.	He's very smart.
Kamu ingin pergi?	You want to go?
Kamu mau pergi?	You want to go?
Senin depan libur.	Next Monday is a holiday.
Dia mengantar koran.	He delivers newspapers.
Janji adalah janji.	A promise is a promise.
Saya juga pergi.	I also went.
Saya juga pergi.	I went, too.
Baiklah. Berapa banyak?	All right. How many?
Apa ini milikmu?	Are these yours?
Kami memilih John untuk menjadi kapten kami.	We chose John to be our captain.
Tom tidak berlari secepat Bill.	Tom doesn't run as fast as Bill.
Kamu mau ke mana?	Where are you going to?
Kamu mau ke mana?	Where are you going?
Mau ke mana?	Where are you going?
Kalian semua mau pergi ke mana?	Where are you all going?
Mau ke mana?	Where're you going?
Kamu mau ke mana?	Where're you going?
Kau mau pergi ke mana?	Where are you going to go?
Kau mau pergi ke mana?	Where are you going to?
Anda akan pergi ke mana?	Where are you going to go?
Kamu menuju ke mana?	Where are you headed?
Kamu menuju ke mana?	Where are you headed for?
Kamu menuju ke mana?	Where are you bound?
Kamu menuju ke mana?	Where are you bound for?
Ke arah mana Anda akan pergi?	What direction are you going?
Kau ingin pergi ke mana?	Where do you want to go?
Kau ingin pergi ke mana?	Where would you like to go?
Anda ingin pergi ke mana?	Where would you like to go?
Anda ingin pergi ke mana?	Where do you want to go?
Dia ingin pergi ke mana?	Where does he want to go?
Dia ingin pergi ke mana?	Where does she want to go?
Ke mana kamu pergi?	Where have you gone?
Ke mana saja kamu?	Where have you been?
Ke mana saja kamu?	Where've you been?
Dari mana kamu?	Where've you been?
Ke mana saja kalian?	Where've you guys been?
Tadi kau ada di mana?	Where were you?
Ke mana kamu pergi?	Where were you going?
Ke mana perginya?	Where did it go?
Dia pergi ke mana?	Where did he go?
Dia pergi ke mana?	Where is she going?
Dia pergi ke mana?	Where was he going?
Dia pergi ke mana?	Where was she going?
Dia menuju ke mana?	Where was he headed?
Ke mana mereka pergi?	Where did they go?
Ke mana mereka pergi?	Where have they gone?
Kudanya melompat.	The horse is jumping.
Anjing itu lompat.	That dog jumped.
Anjing itu lompat.	The dog is jumping.
Kau mau pergi ke mana?	Where are you off to?
Ketika Tom memberitahu Chris dia tidak suka syalnya, Chris pun melepasnya.	When Tom told Chris he didn't like her scarf, she got rid of it.
Kenapa Jane pergi ke stasiun?	Why did Jane go to the station?
Siapa yang menelepon Ann?	Who telephoned Ann?
Kami tidak tahu apa yang Paul ingin lakukan?	We couldn't figure out what Paul wanted to do.
Kami melihat Jane berenang menyeberangi sungai.	We saw Jane swimming across the river.
Tracy kehilangan kacamatanya.	Tracy lost her glasses.
Apakah John akan datang menemui kita besok?	Will John come to see us tomorrow?
Apa Ken di rumah kemarin?	Was Ken at home yesterday?
Apa Ken ada di rumah kemarin?	Was Ken at home yesterday?
Kami mengangkat Jack sebagai ketua.	We elected Jack chairman.
Apa surat ini ditulis oleh Ken?	Was this letter written by Ken?
Apa yang sedang Tom makan?	What is Ken eating?
Kau mau minum apa?	What do you want to drink?
Mau minum apa?	What do you want to drink?
Kamu mau minum apa?	What do you want to drink?
Apa yang ingin kau minum?	What would you like to drink?
Anda ingin minum apa?	What would you like to drink?
Apa yang ingin kau minum?	What are you going to drink?
Kamu mau minum apa?	What are you going to drink?
Kamu minum apa?	What're you drinking?
Kamu mau minum apa?	What will you have to drink?
Kau mau minum apa?	What will you have to drink?
Kau mau minum apa?	What would you like to drink?
Kamu minum apa?	What are you drinking?
Kau mau minum apa?	What are you going to drink?
Kau mau minum apa?	What'll you have to drink?
Kamu mau minum apa?	What'll you have to drink?
Kamu mau minum apa?	What will you drink?
Kau mau minum apa?	What will you drink?
Kamu mau yang mana?	What'll you have?
Tom dan Jane menikah bulan lalu.	Tom and Jane got married last month.
Tom dan Frank adalah kawan baik.	Tom and Frank are good friends.
Kau mungkin telah salah mengira Jane sebagai adiknya.	You might have mistaken Jane for her sister.
Yumi akan menjadi seorang guru.	Yumi will become a teacher.
Yoko pergi berbelanja kemarin.	Yoko went shopping yesterday.
Kau bisa memanggilku Bob.	You can call me Bob.
Apa Anda mau bir lagi?	Would you like some more beer?
Yumi belajar bahasa Inggris dengan sungguh-sungguh.	Yumi studies English hard.
Yoko tidak mampu membeli komputer.	Yoko is unable to buy a computer.
Yumi pergi ke sana seorang diri.	Yumi went there by herself.
Yumi pergi ke sana sendirian.	Yumi went there alone.
Yumi pergi ke sana sendirian.	Yumi went there by herself.
Yumi bermain tenis pada hari Minggu.	Yumi plays tennis on Sunday.
Yumi pandai bermain tenis.	Yumi is good at playing tennis.
Yumi adalah salah satu temanku.	Yumi is one of my friends.
Yumi adalah salah seorang dari temanku.	Yumi is one of my friends.
Yumi punya banyak buku.	Yumi has many books.
Yumi berbahasa Inggris dengan sangat baik.	Yumi speaks English very well.
Yoko akan pergi ke Kyoto minggu depan.	Yoko will go to Kyoto next week.
Kau bisa mengandalkan Jack.	You can count on Jack.
Jack bisa diandalkan.	Jack can be depended on.
Yumi tidak akan bermain tenis.	Yumi will not play tennis.
Yoko berbicara dengan bahasa Inggris, kan?	Yoko speaks English, doesn't she?
Yumi belajar bahasa Inggris semalam.	Yumi studied English last night.
Aku bahkan tidak punya pacar.	I don't even have a boyfriend.
Dia kakak laki-lakiku.	He's my brother.
Dia adalah adikku.	He is my brother.
Dia adalah kakakku.	He is my brother.
Dia kakakku.	He's my older brother.
Dia kakakku.	He's my brother.
Dia adikku.	He's my younger brother.
Dia adikku.	He's my brother.
Itu kakakku.	That's my brother.
Ini adikku.	This is my brother.
Itu adikku.	That's my brother.
Ini adikku.	This is my sister.
Ini adik perempuanku.	This is my younger sister.
Ini adikku.	This is my younger sister.
Dia adik laki-lakiku.	He's my younger brother.
Tom merindukan Boston.	Tom misses Boston.
Panggil suamiku.	Call my husband.
Kita tidak boleh membuang-buang percuma stok energi kita.	We mustn't waste our energy stocks.
Kita tidak boleh membuang-buang percuma sumber energi kita.	We mustn't waste our energy resources.
Ketika dia sudah selesai menyetrika, Mary mematikan setrika itu dan mencabut kabelnya dari stopkontak, kemudian membiarkannya mendingin.	When she was finished ironing, Mary switched off the iron and unplugged it, then left it alone for a while to let it cool.
Mungkin.	Probably.
Lupakan.	Forget it.
Hebat!	Terrific!
Apa kau pernah ke Paris?	Have you ever been to Paris?
Saya tidak butuh apa pun.	I don't need anything.
Dia berpakaian seperti wanita.	He dressed up as a woman.
Tolong tambah kopinya.	More coffee, please.
Itu bukan salahku.	It wasn't my fault.
Aku tahu kalau kau akan bilang tidak.	I know you're going to say no.
Tom sangat ketakutan.	Tom was very scared.
Seekor kucing keluar dari kolong meja.	A cat came out from under the desk.
Tidak ada alasan untuk takut.	There's no reason to be afraid.
Ini bukan kalimat.	This is not a sentence.
Apa yang ingin kau minum?	What do you want to drink?
Anda ingin minum apa?	What do you want to drink?
Mau minum apa?	What would you like to drink?
Mau minum apa?	What will you have to drink?
Mau minum apa?	What will you drink?
Mau minum apa?	What are you going to drink?
Mau minum apa?	What'll you have to drink?
Sepatu Mary kotor.	Mary's shoes are dirty.
Tom jatuh dari tangga dan kepalanya terbentur.	Tom fell down the stairs and hit his head.
Aku belajar bahasa Jepang untuk bermain mahyong di Jepang.	I am learning Japanese to play mahjong in Japan.
Suhunya sangat panas hingga aku pun pingsan.	The heat was so intense that I fainted.
Dia berpikir tentang berapa kali matahari akan naik sebelum gajinya.	He wondered how many times the sun would rise before his salary would.
Kamu mau makan apa?	What do you want to eat?
Yoko enggan menjawab pertanyaanku.	Yoko avoided answering my question.
Kau bisa mengandalkan Jack.	You can depend on Jack.
Kau bisa mengandalkan Jack.	You can rely on Jack.
Apa sedang hujan?	Is it raining?
Dia batuk.	He coughed.
Demi Allah!	For God's sake!
Demi Tuhan!	For God's sake!
Akhir-akhir ini aku bosan dengan rapat.	I'm sick of conferences these days.
"Tom! ""Mary!"""	“Tom!” “Mary!”
Wajahnya memerah.	Her face turned red.
Siapa orang-orang ini?	Who are these people?
Mereka ini siapa?	Who are these people?
Lupakan dirinya.	Forget him.
Aku terkena flu berat.	I have caught a bad cold.
Tangkap Tom.	Grab Tom.
Rumahku besar.	My house is big.
Rumahku menghadap laut.	My house faces the sea.
Rumahku kebakaran.	My house was on fire.
Rumahku di kampung.	My home is in the country.
Boleh minta tolong?	Can I ask you a favor?
Senang bertemu denganmu.	Pleased to meet you.
Senang bertemu denganmu.	I'm delighted to meet you.
Senang bertemu denganmu.	I'm pleased to meet you.
Senang bertemu denganmu.	I'm glad to meet you.
Senang bertemu denganmu.	I am glad to meet you.
